Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,is_luxury,brand_category,is_performance,is_luxury_cat
BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,32,21,3916,51050,True,German Luxury,True,True
BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,32,21,3916,44450,True,German Luxury,True,True
BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,34,23,3916,38950,True,German Luxury,True,True
BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,24,3916,33150,True,German Luxury,True,True
BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,33,24,3916,35150,True,German Luxury,True,True
BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Compact,Convertible,33,23,3916,40950,True,German Luxury,False,True
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25170,False,Mass Market,False,False
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,23950,False,Mass Market,False,False
Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,29370,False,Mass Market,True,False
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995,False,Mass Market,False,False
Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,36,23,1013,26625,False,Mass Market,True,False
Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,30825,False,Mass Market,True,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995,False,Mass Market,False,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27795,False,Mass Market,False,False
Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,31785,False,Mass Market,True,False
Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,29905,False,Mass Market,True,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,22490,False,Mass Market,False,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27570,False,Mass Market,False,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25690,False,Mass Market,False,False
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,24490,False,Mass Market,False,False
Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,29905,False,Mass Market,True,False
Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,31785,False,Mass Market,True,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,26685,False,Mass Market,False,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,22490,False,Mass Market,False,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25690,False,Mass Market,False,False
Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,30900,False,Mass Market,True,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27795,False,Mass Market,False,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995,False,Mass Market,False,False
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,24490,False,Mass Market,False,False
Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16020,False,Mass Market,False,False
Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14530,False,Mass Market,False,False
Mazda,2,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,16860,False,Mass Market,False,False
Mazda,2,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15370,False,Mass Market,False,False
Mazda,2,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,17050,False,Mass Market,False,False
Mazda,2,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15560,False,Mass Market,False,False
Mazda,2,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16210,False,Mass Market,False,False
Mazda,2,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14720,False,Mass Market,False,False
Mazda,2,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,17050,False,Mass Market,False,False
Mazda,2,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15560,False,Mass Market,False,False
Mazda,2,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16210,False,Mass Market,False,False
Mazda,2,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14720,False,Mass Market,False,False
BMW,3 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916,47250,True,German Luxury,True,True
BMW,3 Series Gran Turismo,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,33,22,3916,41850,True,German Luxury,False,True
BMW,3 Series Gran Turismo,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,33,22,3916,41850,True,German Luxury,False,True
BMW,3 Series Gran Turismo,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,34,22,3916,43000,True,German Luxury,False,True
BMW,3 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916,49200,True,German Luxury,True,True
BMW,3 Series Gran Turismo,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916,49650,True,German Luxury,True,True
BMW,3 Series Gran Turismo,2017,premium unleaded (required),248.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,33,23,3916,43950,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,33,22,3916,41950,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance,Hybrid",Midsize,Sedan,33,25,3916,50150,True,German Luxury,True,True
BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,35,23,3916,37500,True,German Luxury,True,True
BMW,3 Series,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,32,21,3916,43750,True,German Luxury,True,True
BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,45,32,3916,39000,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,22,3916,39500,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,22,3916,39500,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,35,23,3916,34950,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,3916,45750,True,German Luxury,True,True
BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Wagon,43,31,3916,43450,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,35,23,3916,37500,True,German Luxury,True,True
BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,43,31,3916,41000,True,German Luxury,False,True
BMW,3 Series,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,36,24,3916,32950,True,German Luxury,False,True
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,40,30,3916,41850,True,German Luxury,False,True
BMW,3 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,33,22,3916,47800,True,German Luxury,True,True
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,32,3916,39850,True,German Luxury,False,True
BMW,3 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,22,3916,38350,True,German Luxury,True,True
BMW,3 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,34,22,3916,40350,True,German Luxury,False,True
BMW,3 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,22,3916,38350,True,German Luxury,True,True
BMW,3 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,34,22,3916,42650,True,German Luxury,False,True
BMW,3 Series,2016,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,36,24,3916,33150,True,German Luxury,False,True
BMW,3 Series,2016,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,35,23,3916,35150,True,German Luxury,False,True
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Wagon,40,30,3916,44150,True,German Luxury,False,True
BMW,3 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,33,22,3916,45800,True,German Luxury,True,True
BMW,3 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,23,3916,38750,True,German Luxury,True,True
BMW,3 Series,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,34,23,3916,35450,True,German Luxury,False,True
BMW,3 Series,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,35,23,3916,33450,True,German Luxury,False,True
BMW,3 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,23,3916,40750,True,German Luxury,False,True
BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,40,30,3916,42250,True,German Luxury,False,True
BMW,3 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,33,23,3916,42950,True,German Luxury,False,True
BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,32,3916,40250,True,German Luxury,False,True
BMW,3 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,21,3916,49900,True,German Luxury,True,True
BMW,3 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,32,21,3916,47900,True,German Luxury,True,True
BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Wagon,40,30,3916,44450,True,German Luxury,False,True
Chrysler,300,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,37570,False,Mass Market,False,False
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1013,31695,False,Mass Market,False,False
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1013,38070,False,Mass Market,False,False
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,44895,False,Mass Market,False,False
Chrysler,300,2015,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,35070,False,Mass Market,True,False
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,42395,False,Mass Market,True,False
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,34195,False,Mass Market,False,False
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,40570,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,38095,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,35595,False,Mass Market,True,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,45190,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1013,32260,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,37755,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,41055,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,36090,False,Mass Market,True,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,42690,False,Mass Market,True,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1013,38555,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1013,35255,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,38590,False,Mass Market,False,False
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,34760,False,Mass Market,False,False
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,41135,False,Mass Market,False,False
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,45270,False,Mass Market,False,False
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,38670,False,Mass Market,False,False
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,38635,False,Mass Market,True,False
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,36170,False,Mass Market,True,False
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,38175,False,Mass Market,False,False
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,30,19,1013,32340,False,Mass Market,False,False
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,42770,False,Mass Market,True,False
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,34840,False,Mass Market,False,False
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,35675,False,Mass Market,True,False
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,32065,False,Mass Market,True,False
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,28540,False,Mass Market,True,False
Chrysler,300M,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,32315,False,Mass Market,True,False
Chrysler,300M,2003,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,28885,False,Mass Market,True,False
Chrysler,300M,2004,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,29185,False,Mass Market,True,False
Chrysler,300M,2004,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,32615,False,Mass Market,True,False
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,36550,False,Mass Market,True,False
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,41250,False,Mass Market,True,False
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,30600,False,Mass Market,True,False
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,37100,False,Mass Market,True,False
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,27900,False,Mass Market,True,False
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,32700,False,Mass Market,True,False
